#;activity;batteryLife;color;color_map;current_edge;current_path;destination;distancePerCycle;distanceTraveledBike;heading;index;last_trip_day;last_trip_h;location;name;real_speed;rider;speed;state;states;target;travelledPath
251;1;50832.933418267865;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1663);([road(3209),road(3208),road(3205),road(3202),road(3199),road(3198),road(3197),road(3192),road(3165),road(3161),road(3162),road(3168),road(3189),road(3188),road(3095),road(3094),road(3178),road(3175),road(3174),road(3172),road(2393),road(2390),road(2389),road(3128),road(2383),road(2380),road(2374),road(2370),road(2366),road(2367),road(2373),road(2523),road(2467),road(2468),road(1664),road(1663),road(2063),road(2064),road(2206),road(2202),road(2203),road(2207),road(2222),road(2228),road(2232),road(7538),road(7534),road(2332),road(2331),road(2315),road(2314),road(2321),road(2322),road(11102),road(2327),road(2326),road(1319),road(1275),road(1274),road(1297),road(1234),road(1230),road(844),road(841),road(843),road(850),road(9731),road(9730)]) as path;{2185.5760202897495,2630.314963777576,0.0};0.0;3586.264950829134;162.17678860343412;251;1;8;{2190.3360476536054,2628.784558767344,0.0};'autonomousBike251';2.2222222222222223;people(395);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{1090.1503741731576,1987.456691475585,0.0};([polyline ([{2201.007838400464,2625.7083575546962,0.0},{2195.4430669442518,2627.142591754906,0.0}]),polyline ([{2195.4430669442518,2627.142591754906,0.0},{2190.3360476536054,2628.784558767344,0.0}])]) as path
252;1;48271.195090524474;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1758);([road(3632),road(3631),road(3634),road(3651),road(3655),road(1781),road(1377),road(1378),road(1398),road(1383),road(1384),road(1385),road(1386),road(1774),road(73),road(75),road(1450),road(1455),road(1459),road(1461),road(1463),road(1474),road(1469),road(1467),road(193),road(189),road(190),road(194),road(8145),road(1923),road(1921),road(1922),road(1924),road(1738),road(1733),road(1731),road(1735),road(1742),road(1758)]) as path;{3109.6791597945353,2595.2488697883796,0.0};0.0;1923.5205148725856;201.42716245256898;252;1;8;{3114.3335734573484,2597.0754604528192,0.0};'autonomousBike252';1.4449606086783313;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3121.83336190969,2597.7416728669414,0.0},{3115.107917510431,2595.1023213086464,0.0}])]) as path
253;0;55285.35535877256;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{6722.4144672489165,1431.8358688533685,0.0};0.0;0.0;119.09322217357034;253;7;12;{6724.845627317904,1427.4667201125994,0.0};'autonomousBike253';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
254;1;52662.86544555838;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3895);([road(3213),road(3209),road(3208),road(3212),road(3221),road(3222),road(3224),road(3226),road(3229),road(1751),road(1745),road(1744),road(1749),road(1752),road(1754),road(1949),road(1947),road(1950),road(1946),road(1945),road(1109),road(1110),road(9753),road(1371),road(1370),road(523),road(524),road(1942),road(11123),road(9145),road(3883),road(3885),road(3897),road(3893),road(3895),road(3900),road(310),road(311),road(4324),road(4328),road(11270),road(11269),road(320),road(315),road(316),road(322)]) as path;{3889.408746034947,1722.2596083198227,0.0};0.0;2793.379593550941;310.47587811488336;254;1;8;{3886.1631067596045,1726.0630049194895,0.0};'autonomousBike254';2.2222222222222223;people(387);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{4053.7582705302843,1776.3352094616064,0.0};([polyline ([{3878.9505750366216,1734.514997363193,0.0},{3886.1631067596045,1726.0630049194895,0.0}])]) as path
255;0;26954.700889148735;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{6405.8898803731745,2457.5312580947907,0.0};0.0;0.0;44.44711487025489;255;7;12;{6402.320394881943,2454.030004986562,0.0};'autonomousBike255';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
256;1;30285.045068442312;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3756);([road(3717),road(3721),road(3718),road(3723),road(9475),road(9471),road(9469),road(9470),road(9473),road(3756)]) as path;{4268.439097449463,930.3061911812348,0.0};0.0;3450.294623203799;90.40309318443289;256;1;8;{4268.474273675587,925.3063149194544,0.0};'autonomousBike256';1.469559371388773;people(423);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{1552.85947685274,2275.1372837075032,0.0};([polyline ([{4269.346041640117,917.9644694705433,0.0},{4269.2943480873655,925.3120844868271,0.0}])]) as path
257;0;30694.8318510022;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{6453.531816107545,2476.409986425702,0.0};0.0;0.0;170.39083323336868;257;7;12;{6458.461662822927,2475.5753539539874,0.0};'autonomousBike257';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
258;0;55601.84441948587;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{7540.330277298682,804.1365272696229,0.0};0.0;0.0;7.531737885697998;258;7;12;{7529.3150283340365,802.6801343383268,0.0};'autonomousBike258';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
259;1;8992.528932987967;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(7602);([road(4348),road(4349),road(4375),road(4359),road(4355),road(4354),road(4358),road(11202),road(11204),road(11271),road(11270),road(4328),road(4324),road(311),road(310),road(3900),road(3895),road(3893),road(3897),road(3885),road(3883),road(9145),road(11123),road(1942),road(524),road(523),road(1370),road(1371),road(9753),road(1110),road(1109),road(1945),road(1930),road(1927),road(1928),road(1756),road(1737),road(1732),road(1731),road(1735),road(1742),road(1758),road(1757),road(1668),road(1665),road(1662),road(1658),road(1657),road(1659),road(2058),road(2059),road(2065),road(7605),road(7597),road(7594),road(7596),road(7602),road(7606),road(7609),road(8016),road(10656),road(10657),road(10659),road(11974),road(11129),road(4663),road(4658),road(4661),road(2717),road(2715),road(2740),road(2733),road(2724),road(2725),road(2736),road(2752),road(2751),road(2755),road(2763),road(2766),road(2772),road(2777),road(2781),road(2916),road(2910),road(2908),road(2911),road(2931),road(2932),road(11702)]) as path;{1700.2580382363503,2883.6288867430885,0.0};0.0;5141.213470486922;182.52548184762486;259;1;8;{1711.3583573852295,2884.1184834306596,0.0};'autonomousBike259';2.2222222222222223;people(323);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{822.9870822053417,3075.926127499435,0.0};([polyline ([{1721.065634240728,2883.958732284445,0.0},{1719.104563951434,2881.9353534523398,0.0}]),polyline ([{1719.104563951434,2881.9353534523398,0.0},{1716.4499450667645,2883.570833897218,0.0}]),polyline ([{1716.4499450667645,2883.570833897218,0.0},{1713.8377733557718,2884.2278418941423,0.0}]),polyline ([{1713.8377733557718,2884.2278418941423,0.0},{1711.3583573852295,2884.1184834306596,0.0}])]) as path
260;0;42674.84936738161;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{4112.311152227403,3570.4746375996624,0.0};0.0;0.0;47.574033439621324;260;7;12;{4104.815185696934,3562.2729746038094,0.0};'autonomousBike260';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
261;1;50469.10832040059;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2005);([road(11879),road(6215),road(6213),road(9139),road(4499),road(4495),road(14),road(10),road(11),road(16),road(1939),road(1798),road(1791),road(1789),road(1794),road(9758),road(1525),road(195),road(196),road(1420),road(1415),road(1414),road(1419),road(10910),road(10912),road(10915),road(10916),road(9986),road(1534),road(1533),road(1539),road(1543),road(1799),road(1801),road(5975),road(10257),road(10253),road(10252),road(9736),road(9735),road(11111),road(7520),road(2005)]) as path;{2936.8255956620496,1816.1459847401948,0.0};0.0;2161.780672669107;166.71440859853894;261;1;8;{2947.639336710199,1813.5925958808511,0.0};'autonomousBike261';1.3923242505715758;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{2954.5360746741435,1812.5070546696886,0.0},{2947.7607694188105,1814.1068700231901,0.0}])]) as path
262;0;44913.3664559776;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{7364.783142762859,1623.5819954964297,0.0};0.0;0.0;286.24766839851634;262;7;12;{7361.674365591607,1634.2493426185101,0.0};'autonomousBike262';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
263;1;26743.840895381738;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2641);([road(683),road(636),road(635),road(648),road(640),road(639),road(625),road(624),road(677),road(695),road(492),road(489),road(302),road(303),road(9526),road(227),road(224),road(226),road(235),road(9990),road(9991),road(9994),road(1612),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1151),road(1159),road(1168),road(1175),road(1238),road(1227),road(1228),road(1229),road(1231),road(1323),road(1325),road(11027),road(9098),road(1308),road(1309),road(9100),road(1328),road(1329),road(10087),road(10088),road(10609),road(2611),road(2600),road(2597),road(2598),road(2603),road(2618),road(2620),road(2623),road(2633),road(2641)]) as path;{601.1953770678341,2624.4126608842994,0.0};0.0;3996.469171057772;177.5904164561249;263;1;8;{612.2966638657963,2623.945518986322,0.0};'autonomousBike263';0.03903846173635298;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{612.4916835877452,2623.9373125608226,0.0},{612.2966638657963,2623.945518986322,0.0}])]) as path
264;1;44460.887239838776;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(9403);([road(3442),road(3443),road(3449),road(11533),road(11535),road(11529),road(11525),road(11524),road(11527),road(12019),road(1750),road(1744),road(1740),road(1734),road(1735),road(1742),road(1758),road(1757),road(1668),road(1665),road(1648),road(1644),road(1643),road(1647),road(1655),road(2360),road(2051),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2203),road(2207),road(2222),road(2228),road(2232),road(7538),road(7534),road(2332),road(2331),road(2315),road(2314),road(2321),road(2322),road(11102),road(2327),road(2326),road(1319),road(1275),road(1274),road(1297),road(1296),road(1292),road(1288),road(1287),road(1290),road(1341),road(1340),road(9106),road(10611),road(1336),road(1337),road(2612),road(2614),road(2602),road(2603),road(2618),road(2620),road(2623),road(2633),road(2857),road(2861),road(2860),road(9404),road(9403)]) as path;{643.1157797906067,2699.635526143462,0.0};0.0;3807.8308656588174;170.9249451839198;264;1;8;{648.0531926472456,2698.846885361422,0.0};'autonomousBike264';1.4005929337990568;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{655.3349807773693,2700.1033381130183,0.0},{654.2692672017729,2700.1224005753174,0.0}]),polyline ([{654.2692672017729,2700.1224005753174,0.0},{648.4065035634618,2701.0588453561936,0.0}])]) as path
265;1;71663.4788356454;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(6323);([road(9383),road(9382),road(6322),road(6323)]) as path;{1395.4736845372329,3133.0390473381763,0.0};0.0;145.66291647906846;181.04939251894368;265;1;8;{1400.4728459301405,3133.1306189913303,0.0};'autonomousBike265';1.9799264121998044;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1409.7026333099661,3135.4603496283958,0.0},{1408.2005327257793,3134.06299745664,0.0}]),polyline ([{1408.2005327257793,3134.06299745664,0.0},{1405.2794410847127,3133.218663331121,0.0}]),polyline ([{1405.2794410847127,3133.218663331121,0.0},{1400.4728459301405,3133.1306189913303,0.0}])]) as path
266;0;61098.39930678137;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{6266.235659929072,1544.5276974437509,0.0};0.0;0.0;358.5613429333239;266;7;12;{6261.237236038956,1544.6532307649031,0.0};'autonomousBike266';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
267;0;68198.46566236045;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{1229.702318019055,911.100084208185,0.0};0.0;0.0;202.72171520287807;267;7;12;{1234.3142768396647,913.0313624991104,0.0};'autonomousBike267';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
268;1;54993.56974474173;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2847);([road(569),road(54),road(48),road(50),road(58),road(1394),road(1500),road(36),road(32),road(33),road(39),road(1507),road(1508),road(1513),road(1613),road(1609),road(26),road(27),road(1615),road(1616),road(1617),road(1621),road(1618),road(1620),road(1624),road(1720),road(1191),road(1188),road(1144),road(1140),road(1139),road(1142),road(1148),road(1151),road(1161),road(1176),road(7893),road(7896),road(10841),road(1315),road(1313),road(1282),road(1278),road(1277),road(1271),road(1269),road(1273),road(2326),road(11101),road(1268),road(1260),road(1259),road(1265),road(2701),road(2694),road(2696),road(2847)]) as path;{1229.4380130996808,2591.3057462569504,0.0};0.0;2832.3677874188143;59.1620128646699;268;1;8;{1223.7423215085291,2581.765521551948,0.0};'autonomousBike268';0.08864169093762717;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1223.5151274283646,2581.3849738095487,0.0},{1223.7423215085291,2581.765521551948,0.0}])]) as path
269;0;29128.213462011176;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);nil;nil;{6498.032708235316,2490.156601167235,0.0};0.0;0.0;207.78057713004392;269;7;12;{6502.456403366348,2492.4870349010453,0.0};'autonomousBike269';0.0;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;nil
270;1;25106.877823562863;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(9994);([road(12011),road(12013),road(9352),road(9351),road(9350),road(2896),road(2893),road(2895),road(2892),road(2640),road(2637),road(2635),road(2629),road(2626),road(2627),road(2622),road(2620),road(2618),road(2603),road(2598),road(2597),road(2600),road(2611),road(10609),road(10088),road(10087),road(1329),road(1328),road(9100),road(1309),road(1308),road(9098),road(11027),road(1325),road(1323),road(1231),road(1229),road(1228),road(1227),road(1238),road(1175),road(1168),road(1159),road(1151),road(1148),road(1142),road(1139),road(1140),road(1144),road(1188),road(1191),road(1720),road(1624),road(1620),road(1618),road(1621),road(1617),road(1616),road(1615),road(27),road(26),road(1609),road(1612),road(9994),road(9991),road(9990),road(235),road(234),road(11261),road(231),road(230),road(236),road(240),road(251),road(259),road(266),road(464)]) as path;{2976.654848785164,1554.3808231434216,0.0};0.0;4357.695953747004;314.79226655983655;270;1;8;{2973.132156635417,1557.9291523302513,0.0};'autonomousBike270';2.2222222222222223;people(357);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3496.106420948368,926.8597041694447,0.0};([polyline ([{2964.9930962022927,1565.4848559645843,0.0},{2970.185902323574,1560.8968485472724,0.0}]),polyline ([{2970.185902323574,1560.8968485472724,0.0},{2973.132156635417,1557.9291523302513,0.0}])]) as path
271;1;73022.04563234553;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(3899);([road(6875),road(6872),road(6876),road(6883),road(3899)]) as path;{3738.657287467489,2039.582224052085,0.0};0.0;159.97250590294357;236.87521966496539;271;1;8;{3741.3896085773013,2043.769636302255,0.0};'autonomousBike271';1.428259406158757;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3745.2920719030367,2049.750347236025,0.0},{3741.3896085773013,2043.769636302255,0.0}])]) as path
272;1;57378.96562506924;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(8472);([road(190),road(189),road(193),road(1467),road(1469),road(1474),road(1463),road(1461),road(1459),road(1455),road(1450),road(75),road(73),road(1774),road(8),road(2),road(1),road(6),road(1766),road(1769),road(98),road(91),road(89),road(92),road(104),road(100),road(99),road(102),road(3609),road(3611),road(3615),road(3737),road(114),road(115),road(3528),road(3738),road(3584),road(3585),road(3740),road(3591),road(3592),road(3748),road(3749),road(8913),road(3817),road(3815),road(3820),road(3821),road(3825),road(3828),road(8470),road(8469),road(8459),road(8460),road(8462),road(8465),road(8464),road(4022),road(4023),road(8472)]) as path;{4605.794726894924,505.99985108302246,0.0};0.0;2196.7173891884254;199.4765094690117;272;1;8;{4616.270040987962,509.7045217533596,0.0};'autonomousBike272';1.6337984954963591;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4623.9715895702375,512.4282301687374,0.0},{4616.270040987962,509.7045217533596,0.0}])]) as path
273;1;48567.13181018066;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(1372);([road(1884),road(1882),road(1886),road(10203),road(1881),road(1877),road(1876),road(5977),road(1849),road(1807),road(1805),road(1803),road(1800),road(1543),road(1539),road(1538),road(1542),road(1422),road(1132),road(1128),road(1129),road(1134),road(1469),road(1474),road(1463),road(1461),road(1459),road(1455),road(1450),road(75),road(73),road(1774),road(1386),road(1385),road(562),road(561),road(563),road(275),road(268),road(265),road(264),road(1372)]) as path;{3438.666020304594,954.6414302493577,0.0};0.0;1478.992691102356;246.04555627879637;273;1;9;{3440.6960710452986,959.210773089435,0.0};'autonomousBike273';0.8509820110999643;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{3442.4236077072583,963.0992016488891,0.0},{3440.6960710452986,959.210773089435,0.0}])]) as path
275;1;38776.42450773458;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(2959);([road(3775),road(3774),road(3770),road(3771),road(6422),road(6419),road(6416),road(6417),road(6420),road(9644),road(9646),road(375),road(374),road(371),road(372),road(3547),road(3548),road(3555),road(3685),road(3684),road(9833),road(9830),road(3624),road(3619),road(3618),road(3622),road(3630),road(3632),road(3631),road(3634),road(3651),road(3655),road(1781),road(1377),road(1378),road(1398),road(1383),road(1384),road(1385),road(1386),road(1774),road(73),road(66),road(67),road(76),road(568),road(9135),road(9136),road(1519),road(1442),road(1438),road(1439),road(1447),road(9732),road(2010),road(2008),road(7520),road(1967),road(1966),road(1915),road(1912),road(1906),road(1904),road(1908),road(1993),road(1989),road(1990),road(1995),road(2017),road(2018),road(2023),road(2048),road(2052),road(2363),road(10879),road(11115),road(2189),road(2185),road(2184),road(2187),road(2215),road(2212),road(2211),road(2213),road(2205),road(2202),road(2204),road(2209),road(2353),road(2354),road(2356),road(7603),road(7607),road(7529),road(7528),road(7606),road(7609),road(8016),road(10656),road(10657),road(10659),road(11974),road(11129),road(4663),road(4658),road(4661),road(2717),road(2715),road(2740),road(2733),road(2724),road(2726),road(2738),road(9122),road(2791),road(2792),road(2956),road(2957),road(2959)]) as path;{1164.9148385404526,3065.2967318299625,0.0};0.0;5457.277362469307;183.43937920640352;275;1;8;{1169.9058326958175,3065.5966940627745,0.0};'autonomousBike275';1.5178340078533936;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{1177.6040343904142,3062.8277273579665,0.0},{1172.9294128895272,3063.3622682299465,0.0}]),polyline ([{1172.9294128895272,3063.3622682299465,0.0},{1170.0505220721466,3063.189244882148,0.0}])]) as path
276;1;59226.478452099465;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(6434);([road(994),road(3932),road(3927),road(3923),road(3924),road(3919),road(3915),road(3911),road(3910),road(3913),road(9550),road(9465),road(9466),road(9553),road(10732),road(11122),road(11301),road(11299),road(3889),road(3886),road(3884),road(3877),road(3873),road(3871),road(3869),road(3870),road(6438),road(6434),road(6430),road(1786)]) as path;{3648.7913926422943,2035.6053557103985,0.0};0.0;1779.8814529172257;267.2039649143374;276;1;8;{3649.0352958997205,2040.5994032873662,0.0};'autonomousBike276';2.2222222222222223;people(405);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{3711.0410529291694,1630.9444539450342,0.0};([polyline ([{3649.577303138445,2051.697286791739,0.0},{3649.0352958997205,2040.5994032873662,0.0}])]) as path
279;1;25219.35555182803;#mediumslateblue;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(12073);([road(679),road(608),road(607),road(648),road(640),road(639),road(625),road(624),road(677),road(695),road(492),road(489),road(302),road(303),road(9526),road(227),road(224),road(226),road(235),road(9990),road(9991),road(9994),road(1612),road(1611),road(1614),road(9864),road(1572),road(1568),road(1569),road(1574),road(1680),road(1678),road(1682),road(12079),road(12073),road(2163),road(2162),road(2156),road(2151),road(2150),road(2153)]) as path;{1893.9233532431292,1910.7993032834238,0.0};0.0;2681.6168675617487;200.6719424754959;279;1;8;{1898.601438312848,1912.564386873647,0.0};'autonomousBike279';2.2222222222222223;people(374);1.0;'in_use_people';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];{1866.3979320818094,2088.605485896021,0.0};([polyline ([{1907.3470520520277,1918.2389398211833,0.0},{1906.0685866218992,1915.3818091200665,0.0}]),polyline ([{1906.0685866218992,1915.3818091200665,0.0},{1898.601438312848,1912.564386873647,0.0}])]) as path
281;1;23495.74948216816;#cyan;map(['wandering'::#cyan,'low_battery'::#red,'getting_charge'::#red,'picking_up_people'::#mediumpurple,'picking_up_packages'::#gold,'in_use_people'::#mediumslateblue,'in_use_packages'::#yellow,'rebalancing'::#orange]);road(5278);([road(4567),road(4522),road(4519),road(4520),road(4327),road(4328),road(11270),road(11269),road(320),road(315),road(318),road(327),road(330),road(9496),road(8436),road(8426),road(8422),road(8424),road(8428),road(6125),road(6119),road(6118),road(6123),road(6134),road(6128),road(6126),road(6130),road(6138),road(6136),road(6142),road(9740),road(9744),road(9743),road(5053),road(5052),road(6156),road(6151),road(6153),road(5261),road(5259),road(5258),road(5257),road(5256),road(5264),road(5266),road(5267),road(5271),road(5275),road(5278)]) as path;{4600.952737198085,3637.003460977116,0.0};0.0;2857.1137331637638;43.5690046866219;281;1;8;{4592.902239207787,3629.3453755615787,0.0};'autonomousBike281';1.2009155956932707;nil;1.0;'wandering';['picking_up_people','fleetsize','low_battery','in_use_people','newborn','getting_charge','wandering'];nil;([polyline ([{4592.222281456439,3621.348137184072,0.0},{4596.57286732178,3625.4866585779737,0.0}])]) as path
